cod_usuario,data_cadastro,faixa_etaria,cidade,estado
40679,2018-11-01,Entre 37 a 49 anos,Silva Jardim,Rio de Janeiro
93446,2020-01-06,Entre 62 a 70 anos,Novo Cruzeiro,Minas Gerais
75680,2020-08-14,Entre 50 a 61 anos,Ibitinga,São Paulo
33232,2020-06-30,Entre 50 a 61 anos,Coivaras,Piauí
73559,2018-02-05,Entre 10 a 15 anos,Bom Princípio do Piauí,Piauí
74812,2019-05-02,Entre 62 a 70 anos,Edéia,Goiás
39590,2018-08-25,Entre 28 a 36 anos,Quatro Pontes,Paraná
90817,2020-10-25,Entre 37 a 49 anos,Jaguaraçu,Minas Gerais
63943,2018-02-19,Entre 10 a 15 anos,Severiano Melo,Rio Grande do Norte
56986,2018-11-06,Entre 28 a 36 anos,Tabocas do Brejo Velho,Bahia
95677,2018-08-07,Entre 16 a 21 anos,Argirita,Minas Gerais
66173,2021-02-19,Entre 62 a 70 anos,São José dos Pinhais,Paraná
85415,2020-10-08,Entre 50 a 61 anos,São Lourenço da Serra,São Paulo
66250,2019-05-30,Entre 28 a 36 anos,Catende,Pernambuco
71461,2018-09-11,Entre 50 a 61 anos,Araçaí,Minas Gerais
82230,2018-07-31,Mais de 70 anos,Dueré,Tocantins
31812,2018-05-11,Entre 22 a 27 anos,Natividade,Tocantins
10309,2018-09-28,Entre 16 a 21 anos,Funilândia,Minas Gerais
67345,2019-06-18,Entre 10 a 15 anos,Tenório,Paraíba
8803,2018-05-14,Entre 50 a 61 anos,Sério,Rio Grande do Sul
55311,2018-04-02,Entre 28 a 36 anos,Itaberá,São Paulo
86670,2019-07-10,Entre 10 a 15 anos,Cabeceiras do Piauí,Piauí
93607,2018-02-13,Mais de 70 anos,Bom Jesus do Galho,Minas Gerais
87357,2019-10-26,Entre 22 a 27 anos,Santa Cruz das Palmeiras,São Paulo
21153,2020-10-08,Mais de 70 anos,Pereiro,Ceará
50535,2018-07-05,Entre 37 a 49 anos,Boqueirão do Leão,Rio Grande do Sul
67974,2021-01-16,Entre 50 a 61 anos,Porto Feliz,São Paulo
65057,2019-06-14,Entre 16 a 21 anos,Colônia Leopoldina,Alagoas
54336,2018-01-30,Entre 16 a 21 anos,Brejão,Pernambuco
95624,2020-08-12,Entre 28 a 36 anos,Patrocínio do Muriaé,Minas Gerais
71632,2018-06-14,Entre 28 a 36 anos,Santo Antônio do Itambé,Minas Gerais
67490,2021-06-02,Entre 28 a 36 anos,Nova Nazaré,Mato Grosso
31988,2018-09-21,Entre 28 a 36 anos,Porto Estrela,Mato Grosso
25873,2018-10-28,Entre 50 a 61 anos,Dom Inocêncio,Piauí
59116,2018-08-08,Entre 22 a 27 anos,Mascote,Bahia
73304,2021-07-08,Mais de 70 anos,Itacoatiara,Amazonas
7612,2018-11-05,Entre 16 a 21 anos,Bom Jesus das Selvas,Maranhão
85132,2018-11-10,Entre 16 a 21 anos,Pereiras,São Paulo
25581,2018-06-02,Entre 22 a 27 anos,Muniz Freire,Espírito Santo
8710,2020-04-07,Entre 37 a 49 anos,Belém,Paraíba
90218,2020-01-04,Entre 62 a 70 anos,Planalto,Bahia
46216,2021-05-03,Entre 10 a 15 anos,Afogados da Ingazeira,Pernambuco
29835,2020-05-03,Mais de 70 anos,Planaltina do Paraná,Paraná
6516,2021-03-15,Mais de 70 anos,São Martinho,Rio Grande do Sul
89465,2019-07-01,Entre 10 a 15 anos,Porto Rico,Paraná
31211,2019-08-27,Entre 16 a 21 anos,Iguatu,Ceará
43061,2018-02-20,Entre 22 a 27 anos,Ibirá,São Paulo
6489,2018-05-08,Entre 50 a 61 anos,Funilândia,Minas Gerais
85662,2021-07-29,Entre 16 a 21 anos,Vila Rica,Mato Grosso
25031,2020-08-03,Mais de 70 anos,Rio dos Bois,Tocantins
96396,2018-12-22,Entre 62 a 70 anos,Descalvado,São Paulo
77551,2018-05-20,Entre 22 a 27 anos,São José do Barreiro,São Paulo
25562,2020-04-10,Entre 62 a 70 anos,Cruzeta,Rio Grande do Norte
6565,2019-11-11,Entre 10 a 15 anos,Caxambu,Minas Gerais
25192,2018-03-27,Entre 37 a 49 anos,Mortugaba,Bahia
46722,2020-09-15,Mais de 70 anos,Padre Bernardo,Goiás
38399,2018-05-14,Entre 16 a 21 anos,Barra do Mendes,Bahia
17990,2019-05-24,Entre 50 a 61 anos,Carrancas,Minas Gerais
42121,2020-05-24,Entre 16 a 21 anos,Salitre,Ceará
86076,2018-11-17,Entre 22 a 27 anos,Jequitaí,Minas Gerais
70400,2020-10-17,Entre 62 a 70 anos,São Patrício,Goiás
45374,2021-04-25,Entre 28 a 36 anos,Senador Amaral,Minas Gerais
6989,2020-06-05,Mais de 70 anos,Comodoro,Mato Grosso
70052,2020-12-25,Entre 22 a 27 anos,Matinha,Maranhão
17638,2020-12-17,Mais de 70 anos,Peçanha,Minas Gerais
38230,2019-11-29,Entre 16 a 21 anos,Vila Rica,Mato Grosso
48661,2020-09-16,Entre 10 a 15 anos,Umbuzeiro,Paraíba
17294,2021-01-08,Entre 37 a 49 anos,Carvalhos,Minas Gerais
17296,2020-04-27,Entre 10 a 15 anos,Urucará,Amazonas
66200,2019-04-08,Mais de 70 anos,Rio dos Bois,Tocantins
1074,2018-07-10,Entre 16 a 21 anos,Painel,Santa Catarina
1415,2021-01-26,Entre 10 a 15 anos,São Borja,Rio Grande do Sul
43669,2021-05-20,Entre 62 a 70 anos,Miraselva,Paraná
26465,2020-06-27,Entre 37 a 49 anos,Araricá,Rio Grande do Sul
47260,2020-10-01,Entre 16 a 21 anos,Novo Gama,Goiás
18012,2020-03-15,Mais de 70 anos,Piacatu,São Paulo
69334,2020-11-18,Entre 37 a 49 anos,Lourdes,São Paulo
76397,2020-11-22,Entre 22 a 27 anos,Candiba,Bahia
59227,2021-01-31,Entre 62 a 70 anos,Bonfim,Roraima
24732,2018-05-01,Entre 22 a 27 anos,Gravatal,Santa Catarina
72932,2020-11-13,Entre 37 a 49 anos,Itapema,Santa Catarina
29663,2020-12-02,Entre 37 a 49 anos,Caetanos,Bahia
57582,2020-01-17,Entre 16 a 21 anos,Buriti dos Lopes,Piauí
6718,2021-04-01,Entre 62 a 70 anos,Indiara,Goiás
68734,2018-10-05,Entre 28 a 36 anos,Quiterianópolis,Ceará
80818,2018-02-27,Entre 22 a 27 anos,Salvador das Missões,Rio Grande do Sul
89041,2018-09-11,Entre 62 a 70 anos,Sobrado,Paraíba
25433,2020-05-21,Entre 16 a 21 anos,Jaraguá do Sul,Santa Catarina
43613,2018-09-20,Entre 62 a 70 anos,Pau dos Ferros,Rio Grande do Norte
6689,2018-06-22,Mais de 70 anos,Messias,Alagoas
27751,2021-02-17,Entre 62 a 70 anos,Luís Domingues,Maranhão
6885,2019-05-10,Mais de 70 anos,Nova Erechim,Santa Catarina
78473,2018-03-22,Mais de 70 anos,Itanhaém,São Paulo
43636,2019-08-10,Entre 28 a 36 anos,Fruta de Leite,Minas Gerais
95028,2018-02-16,Mais de 70 anos,Paraí,Rio Grande do Sul
90812,2020-10-01,Mais de 70 anos,Lins,São Paulo
26110,2020-12-13,Entre 10 a 15 anos,Cristiano Otoni,Minas Gerais
94639,2019-10-14,Entre 28 a 36 anos,Riacho de Santana,Bahia
34659,2018-11-21,Entre 62 a 70 anos,Lavras do Sul,Rio Grande do Sul
40329,2018-10-10,Entre 22 a 27 anos,Ibituruna,Minas Gerais
60409,2020-03-19,Entre 37 a 49 anos,Rolante,Rio Grande do Sul
40633,2020-02-24,Entre 28 a 36 anos,Araguaína,Tocantins
70768,2018-04-18,Entre 37 a 49 anos,Rio do Campo,Santa Catarina
74656,2021-04-24,Entre 50 a 61 anos,Corumbataí,São Paulo
7686,2018-08-24,Entre 50 a 61 anos,São João do Cariri,Paraíba
30474,2020-12-29,Entre 62 a 70 anos,Taboleiro Grande,Rio Grande do Norte
61012,2021-06-15,Entre 16 a 21 anos,Ilha Comprida,São Paulo
59360,2018-01-15,Entre 22 a 27 anos,Gonzaga,Minas Gerais
90712,2021-05-29,Entre 22 a 27 anos,Uarini,Amazonas
36353,2021-06-26,Entre 28 a 36 anos,Boa Ventura de São Roque,Paraná
53533,2018-04-02,Entre 10 a 15 anos,Palmares Paulista,São Paulo
40404,2019-07-04,Entre 62 a 70 anos,Lagamar,Minas Gerais
23500,2018-11-24,Entre 62 a 70 anos,Nazaré do Piauí,Piauí
21186,2019-05-05,Entre 16 a 21 anos,Boquira,Bahia
10305,2019-05-11,Mais de 70 anos,Inajá,Pernambuco
12022,2021-05-12,Entre 16 a 21 anos,Gonzaga,Minas Gerais
68124,2019-12-02,Entre 28 a 36 anos,Cabeceira Grande,Minas Gerais
7757,2018-03-05,Entre 50 a 61 anos,Santa Margarida,Minas Gerais
53693,2018-11-15,Entre 10 a 15 anos,Valinhos,São Paulo
28541,2021-03-01,Entre 62 a 70 anos,Caetanópolis,Minas Gerais
45998,2019-05-23,Entre 50 a 61 anos,Linha Nova,Rio Grande do Sul
2350,2018-12-06,Entre 50 a 61 anos,Alpestre,Rio Grande do Sul
5676,2018-04-15,Entre 37 a 49 anos,Santa Cruz do Arari,Pará
32956,2020-03-27,Entre 16 a 21 anos,Campo Largo do Piauí,Piauí
87772,2021-03-28,Mais de 70 anos,Tufilândia,Maranhão
15930,2019-02-07,Mais de 70 anos,Major Isidoro,Alagoas
41965,2019-09-21,Entre 28 a 36 anos,Heliópolis,Bahia
11128,2018-06-15,Entre 28 a 36 anos,São Bento do Una,Pernambuco
15173,2020-01-25,Entre 50 a 61 anos,Machados,Pernambuco
79290,2019-12-11,Entre 37 a 49 anos,São Miguel dos Milagres,Alagoas
21232,2020-02-25,Entre 10 a 15 anos,Barbacena,Minas Gerais
28,2020-01-19,Entre 22 a 27 anos,Sertão,Rio Grande do Sul
14052,2021-05-20,Mais de 70 anos,Agrestina,Pernambuco
9062,2020-07-13,Entre 16 a 21 anos,Riachinho,Minas Gerais
49384,2018-07-05,Entre 37 a 49 anos,São Bernardo do Campo,São Paulo
64082,2018-01-29,Mais de 70 anos,Carmo da Mata,Minas Gerais
96544,2018-01-05,Entre 22 a 27 anos,Caputira,Minas Gerais
12806,2021-05-29,Entre 28 a 36 anos,São João da Varjota,Piauí
39250,2020-10-09,Entre 28 a 36 anos,Moreno,Pernambuco
74141,2020-05-29,Entre 22 a 27 anos,Lençóis Paulista,São Paulo
49171,2020-02-26,Entre 28 a 36 anos,Passagem Franca do Piauí,Piauí
45359,2018-06-27,Entre 50 a 61 anos,Estreito,Maranhão
79017,2019-08-14,Entre 16 a 21 anos,Doutor Severiano,Rio Grande do Norte
44521,2019-06-27,Entre 37 a 49 anos,Fronteira dos Vales,Minas Gerais
75142,2021-04-01,Entre 22 a 27 anos,Seberi,Rio Grande do Sul
16658,2019-11-07,Entre 37 a 49 anos,Nova Araçá,Rio Grande do Sul
4909,2019-06-15,Entre 16 a 21 anos,Eldorado,São Paulo
21341,2019-05-07,Entre 62 a 70 anos,Heitoraí,Goiás
76405,2020-04-17,Entre 22 a 27 anos,Goiás,Goiás
28326,2019-01-20,Entre 10 a 15 anos,Itapiranga,Santa Catarina
62300,2018-08-28,Mais de 70 anos,Santana do Deserto,Minas Gerais
49895,2019-05-28,Entre 10 a 15 anos,Novo Xingu,Rio Grande do Sul
83830,2019-08-04,Entre 16 a 21 anos,Barão de Antonina,São Paulo
58904,2019-11-01,Entre 22 a 27 anos,Canutama,Amazonas
25161,2020-12-08,Entre 62 a 70 anos,Caetés,Pernambuco
95275,2019-04-05,Entre 16 a 21 anos,Vera Cruz,Rio Grande do Sul
78025,2021-05-26,Entre 50 a 61 anos,Santa Rita,Paraíba
96734,2018-04-11,Entre 22 a 27 anos,Cruzeiro do Sul,Acre
21340,2020-04-24,Mais de 70 anos,Araguaína,Tocantins
11769,2020-03-27,Entre 37 a 49 anos,Novo Cabrais,Rio Grande do Sul
37953,2021-03-14,Entre 22 a 27 anos,Timbó,Santa Catarina
12509,2018-12-25,Entre 50 a 61 anos,Jerônimo Monteiro,Espírito Santo
2438,2020-09-04,Entre 50 a 61 anos,Matozinhos,Minas Gerais
51704,2019-05-29,Entre 16 a 21 anos,Quixabeira,Bahia
95348,2018-02-02,Entre 22 a 27 anos,Piratuba,Santa Catarina
50845,2018-05-11,Entre 28 a 36 anos,Irecê,Bahia
83581,2020-04-08,Entre 16 a 21 anos,Ibema,Paraná
4334,2018-10-10,Entre 28 a 36 anos,Doutor Severiano,Rio Grande do Norte
61419,2019-08-28,Mais de 70 anos,Serra dos Aimorés,Minas Gerais
81381,2018-07-21,Entre 28 a 36 anos,Franco da Rocha,São Paulo
11314,2019-09-01,Mais de 70 anos,Barreira,Ceará
27271,2019-12-08,Mais de 70 anos,Corinto,Minas Gerais
50076,2018-07-26,Entre 37 a 49 anos,Formoso,Minas Gerais
16229,2021-06-02,Entre 62 a 70 anos,Três de Maio,Rio Grande do Sul
97840,2020-09-11,Entre 37 a 49 anos,Laranjal do Jari,Amapá
34654,2018-09-03,Entre 62 a 70 anos,Tomé-Açu,Pará
76504,2019-04-06,Entre 22 a 27 anos,Ataléia,Minas Gerais
70878,2019-04-11,Entre 62 a 70 anos,Perdizes,Minas Gerais
2597,2020-07-04,Entre 22 a 27 anos,Ponta Grossa,Paraná
32563,2020-10-21,Entre 10 a 15 anos,Heitoraí,Goiás
52873,2019-07-17,Entre 50 a 61 anos,Salto do Céu,Mato Grosso
67529,2020-01-25,Entre 50 a 61 anos,José da Penha,Rio Grande do Norte
22115,2019-08-05,Entre 22 a 27 anos,Bela Vista do Paraíso,Paraná
65326,2021-01-25,Entre 37 a 49 anos,Jaraguá do Sul,Santa Catarina
71821,2021-07-23,Entre 37 a 49 anos,Pinheiral,Rio de Janeiro
77224,2021-06-24,Entre 22 a 27 anos,Caiuá,São Paulo
32688,2018-10-15,Entre 62 a 70 anos,Nova Xavantina,Mato Grosso
9217,2019-06-03,Mais de 70 anos,Santo Antônio do Tauá,Pará
12035,2020-10-03,Entre 50 a 61 anos,Cordilheira Alta,Santa Catarina
92830,2019-10-04,Entre 10 a 15 anos,Santo Antônio,Rio Grande do Norte
39645,2018-05-11,Entre 22 a 27 anos,Goianira,Goiás
88022,2019-09-05,Mais de 70 anos,São Domingos do Cariri,Paraíba
62168,2018-07-10,Entre 28 a 36 anos,Morro da Garça,Minas Gerais
81818,2020-08-23,Entre 22 a 27 anos,Rio dos Índios,Rio Grande do Sul
83478,2018-02-18,Entre 22 a 27 anos,Pilões,Rio Grande do Norte
64101,2020-07-09,Mais de 70 anos,Oriximiná,Pará
79309,2019-03-29,Entre 62 a 70 anos,Jordão,Acre
65764,2019-12-03,Entre 22 a 27 anos,Veranópolis,Rio Grande do Sul
84885,2019-02-20,Entre 10 a 15 anos,Itajá,Rio Grande do Norte
75694,2019-05-02,Entre 37 a 49 anos,Barro Alto,Goiás
77905,2018-07-11,Entre 22 a 27 anos,Afogados da Ingazeira,Pernambuco
62067,2019-04-11,Entre 37 a 49 anos,Pilões,Paraíba
50393,2018-09-27,Entre 22 a 27 anos,Lagoa Formosa,Minas Gerais
20608,2021-03-26,Entre 50 a 61 anos,Pocrane,Minas Gerais
40514,2021-06-23,Entre 37 a 49 anos,Nordestina,Bahia
56278,2018-02-06,Entre 37 a 49 anos,Cícero Dantas,Bahia
71179,2020-01-17,Entre 28 a 36 anos,Igrejinha,Rio Grande do Sul
85076,2021-01-04,Entre 22 a 27 anos,Sapopema,Paraná
51398,2020-04-24,Entre 62 a 70 anos,Esperança,Paraíba
20461,2019-01-07,Entre 22 a 27 anos,Jacareí,São Paulo
35231,2021-05-03,Mais de 70 anos,Alecrim,Rio Grande do Sul
47233,2019-03-05,Mais de 70 anos,Filadélfia,Tocantins
30584,2018-11-13,Entre 28 a 36 anos,Lindóia,São Paulo
52459,2019-03-21,Entre 16 a 21 anos,Bom Sucesso,Minas Gerais
58273,2018-01-21,Entre 10 a 15 anos,Triunfo,Pernambuco
96601,2019-08-15,Entre 22 a 27 anos,Urubici,Santa Catarina
85970,2020-08-01,Entre 10 a 15 anos,Marquinho,Paraná
69663,2018-01-11,Entre 37 a 49 anos,Vila Nova do Sul,Rio Grande do Sul
17670,2019-12-12,Entre 16 a 21 anos,Paulo Bento,Rio Grande do Sul
92404,2021-07-03,Entre 16 a 21 anos,Verdejante,Pernambuco
76476,2018-09-20,Entre 50 a 61 anos,São José de Mipibu,Rio Grande do Norte
13095,2021-02-10,Entre 50 a 61 anos,Porto Alegre do Tocantins,Tocantins
37043,2018-04-22,Entre 37 a 49 anos,Cristal,Rio Grande do Sul
89748,2020-04-05,Entre 28 a 36 anos,Santa Rita do Itueto,Minas Gerais
91136,2018-08-18,Entre 37 a 49 anos,Mendes,Rio de Janeiro
15284,2018-11-10,Entre 22 a 27 anos,São José do Divino,Minas Gerais
78192,2020-05-27,Entre 22 a 27 anos,Guaiçara,São Paulo
84353,2020-04-11,Entre 50 a 61 anos,Água Comprida,Minas Gerais
70817,2021-06-09,Entre 37 a 49 anos,Balsas,Maranhão
74801,2020-10-08,Entre 28 a 36 anos,Foz do Iguaçu,Paraná
31899,2021-03-09,Mais de 70 anos,Itaara,Rio Grande do Sul
49365,2018-09-19,Entre 62 a 70 anos,Guaíba,Rio Grande do Sul
47507,2020-04-30,Entre 22 a 27 anos,Munhoz de Melo,Paraná
67984,2018-12-18,Mais de 70 anos,Monte Santo de Minas,Minas Gerais
90285,2021-06-02,Mais de 70 anos,Mata Roma,Maranhão
59040,2021-01-26,Entre 50 a 61 anos,Olho d'Água do Casado,Alagoas
93687,2020-03-08,Entre 62 a 70 anos,Paramirim,Bahia
18167,2018-09-29,Entre 37 a 49 anos,Itabi,Sergipe
13675,2019-02-08,Entre 37 a 49 anos,Canapi,Alagoas
18654,2019-12-17,Entre 62 a 70 anos,Formosa do Rio Preto,Bahia
63123,2018-03-23,Entre 16 a 21 anos,Panelas,Pernambuco
45816,2020-01-13,Mais de 70 anos,Arvoredo,Santa Catarina
13332,2020-12-09,Entre 16 a 21 anos,Guamaré,Rio Grande do Norte
30647,2020-01-14,Entre 22 a 27 anos,Pacaembu,São Paulo
59567,2019-02-04,Entre 16 a 21 anos,Brejolândia,Bahia
12472,2018-05-14,Entre 37 a 49 anos,Bragança Paulista,São Paulo
52218,2020-11-29,Entre 10 a 15 anos,Jaguari,Rio Grande do Sul
31094,2021-03-19,Entre 16 a 21 anos,Manhumirim,Minas Gerais
64817,2021-05-11,Entre 37 a 49 anos,Matias Olímpio,Piauí
53324,2021-01-06,Entre 16 a 21 anos,Anitápolis,Santa Catarina
14787,2019-12-16,Mais de 70 anos,Vieiras,Minas Gerais
70110,2018-04-23,Entre 28 a 36 anos,Muqui,Espírito Santo
81919,2020-02-22,Entre 10 a 15 anos,Piranhas,Alagoas
76143,2020-12-02,Entre 28 a 36 anos,São João da Barra,Rio de Janeiro
90173,2018-02-04,Mais de 70 anos,Japaraíba,Minas Gerais
83788,2018-02-09,Entre 10 a 15 anos,Ibema,Paraná
95840,2020-01-07,Entre 37 a 49 anos,Monte Castelo,Santa Catarina
80131,2020-08-09,Entre 22 a 27 anos,Itaguaçu da Bahia,Bahia
97875,2019-12-22,Entre 22 a 27 anos,São Francisco de Assis,Rio Grande do Sul
85145,2019-03-10,Entre 62 a 70 anos,Rio Bom,Paraná
43969,2019-03-16,Entre 10 a 15 anos,Paranã,Tocantins
29850,2019-04-10,Entre 28 a 36 anos,Paranaíba,Mato Grosso do Sul
52716,2018-11-15,Entre 37 a 49 anos,Ituaçu,Bahia
42209,2021-06-02,Mais de 70 anos,Andrelândia,Minas Gerais
81644,2021-05-09,Entre 10 a 15 anos,Santa Rita do Sapucaí,Minas Gerais
54379,2018-11-24,Entre 50 a 61 anos,Cristalândia do Piauí,Piauí
24878,2018-07-15,Mais de 70 anos,Poço das Trincheiras,Alagoas
97182,2019-10-19,Entre 37 a 49 anos,Paracambi,Rio de Janeiro
46639,2019-12-05,Mais de 70 anos,Guaratuba,Paraná
70751,2020-12-17,Mais de 70 anos,Taquarussu,Mato Grosso do Sul
41299,2019-02-12,Entre 50 a 61 anos,São José do Divino,Minas Gerais
92333,2020-08-04,Entre 62 a 70 anos,Wagner,Bahia
23431,2020-05-08,Entre 16 a 21 anos,Passo de Torres,Santa Catarina
87483,2020-09-29,Entre 37 a 49 anos,Bodoquena,Mato Grosso do Sul
34538,2020-07-10,Entre 28 a 36 anos,Belo Oriente,Minas Gerais
17945,2020-04-20,Entre 16 a 21 anos,Pirapora do Bom Jesus,São Paulo
29083,2020-02-14,Entre 10 a 15 anos,Surubim,Pernambuco
19244,2018-06-04,Entre 28 a 36 anos,Patu,Rio Grande do Norte
16605,2019-07-25,Entre 28 a 36 anos,São Geraldo da Piedade,Minas Gerais
17049,2019-12-04,Entre 16 a 21 anos,Mirador,Maranhão
79700,2021-05-22,Mais de 70 anos,Xexéu,Pernambuco
52574,2020-06-07,Mais de 70 anos,Amargosa,Bahia
37153,2021-03-29,Mais de 70 anos,Tatuí,São Paulo
16423,2020-12-09,Entre 28 a 36 anos,Mulungu do Morro,Bahia
42802,2018-01-02,Entre 50 a 61 anos,Guimarânia,Minas Gerais
17163,2020-03-14,Entre 10 a 15 anos,Xique-Xique,Bahia
48753,2019-08-09,Mais de 70 anos,Arceburgo,Minas Gerais
26091,2018-06-26,Entre 22 a 27 anos,Dores de Campos,Minas Gerais
9444,2020-04-15,Entre 22 a 27 anos,Dom Viçoso,Minas Gerais
95820,2021-03-26,Entre 50 a 61 anos,São Tiago,Minas Gerais
96574,2019-12-18,Entre 50 a 61 anos,Minas Novas,Minas Gerais
3692,2018-08-28,Mais de 70 anos,Nipoã,São Paulo
87345,2020-08-16,Entre 16 a 21 anos,Quirinópolis,Goiás
65508,2019-05-07,Entre 28 a 36 anos,Divina Pastora,Sergipe
18655,2019-08-14,Entre 62 a 70 anos,Vargem Bonita,Minas Gerais
64201,2018-08-25,Entre 37 a 49 anos,São José do Rio Pardo,São Paulo
77336,2018-03-07,Entre 62 a 70 anos,Nova Olinda do Maranhão,Maranhão
38358,2020-03-01,Entre 16 a 21 anos,Ijuí,Rio Grande do Sul
23146,2021-01-15,Entre 16 a 21 anos,Campo do Brito,Sergipe
91950,2019-07-31,Entre 50 a 61 anos,Lajedinho,Bahia
74841,2019-03-03,Entre 16 a 21 anos,Joaíma,Minas Gerais
14488,2021-01-01,Entre 62 a 70 anos,Alto Araguaia,Mato Grosso
46366,2021-07-01,Entre 37 a 49 anos,Lutécia,São Paulo
19467,2018-06-06,Entre 28 a 36 anos,Macaúbas,Bahia
46944,2021-07-17,Entre 10 a 15 anos,Agudo,Rio Grande do Sul
39657,2019-07-29,Entre 22 a 27 anos,Cristina,Minas Gerais
40218,2019-02-06,Entre 10 a 15 anos,Penápolis,São Paulo
34392,2020-01-21,Entre 28 a 36 anos,Rancharia,São Paulo
62489,2019-05-31,Entre 16 a 21 anos,Conde,Bahia
25061,2018-01-27,Entre 10 a 15 anos,Sardoá,Minas Gerais
65515,2021-04-22,Entre 50 a 61 anos,Biguaçu,Santa Catarina
79072,2020-05-17,Entre 37 a 49 anos,Caconde,São Paulo
84690,2020-09-09,Mais de 70 anos,Doutor Pedrinho,Santa Catarina
33911,2021-07-03,Entre 28 a 36 anos,Bento Gonçalves,Rio Grande do Sul
77052,2020-02-03,Entre 16 a 21 anos,Ibiaçá,Rio Grande do Sul
37703,2019-02-01,Entre 16 a 21 anos,Araras,São Paulo
87546,2021-05-12,Entre 22 a 27 anos,Triunfo,Rio Grande do Sul
73426,2019-10-04,Mais de 70 anos,Mata,Rio Grande do Sul
67054,2019-01-16,Mais de 70 anos,Monteiro,Paraíba
39493,2020-12-18,Entre 62 a 70 anos,Canavieiras,Bahia
50170,2018-11-28,Entre 50 a 61 anos,Brejinho,Rio Grande do Norte
68919,2019-06-12,Mais de 70 anos,Colombo,Paraná
62574,2019-02-25,Entre 50 a 61 anos,Alto Alegre dos Parecis,Rondônia
70687,2019-02-26,Mais de 70 anos,São Tiago,Minas Gerais
73239,2018-04-03,Mais de 70 anos,Pedrinópolis,Minas Gerais
35944,2019-05-11,Mais de 70 anos,Presidente Jânio Quadros,Bahia
2647,2018-07-07,Entre 10 a 15 anos,Luiz Alves,Santa Catarina
30874,2021-02-22,Entre 62 a 70 anos,Caconde,São Paulo
50807,2020-04-11,Entre 16 a 21 anos,Pedro Laurentino,Piauí
34292,2020-04-08,Entre 28 a 36 anos,Porteiras,Ceará
91891,2018-04-30,Entre 28 a 36 anos,Bragança Paulista,São Paulo
41799,2019-08-17,Entre 22 a 27 anos,Coronel Pilar,Rio Grande do Sul
2009,2020-05-12,Entre 28 a 36 anos,Bicas,Minas Gerais
15750,2019-07-25,Mais de 70 anos,Nossa Senhora do Socorro,Sergipe
50561,2018-05-29,Entre 50 a 61 anos,Ouro Fino,Minas Gerais
76134,2019-03-08,Entre 16 a 21 anos,Clevelândia,Paraná
31199,2019-04-29,Entre 37 a 49 anos,Ibirá,São Paulo
18369,2019-03-16,Mais de 70 anos,Santa Carmem,Mato Grosso
90235,2020-11-03,Entre 28 a 36 anos,Picuí,Paraíba
85309,2019-01-05,Mais de 70 anos,Bragança Paulista,São Paulo
58275,2018-06-24,Entre 50 a 61 anos,Arceburgo,Minas Gerais
54857,2018-08-08,Entre 50 a 61 anos,Santo Antônio do Rio Abaixo,Minas Gerais
83219,2021-01-08,Mais de 70 anos,Guaraniaçu,Paraná
80335,2020-03-27,Entre 16 a 21 anos,Campanário,Minas Gerais
22797,2018-08-11,Entre 16 a 21 anos,Miranda do Norte,Maranhão
60805,2018-10-22,Entre 50 a 61 anos,São Pedro da Aldeia,Rio de Janeiro
55648,2021-02-05,Entre 16 a 21 anos,Tanabi,São Paulo
20326,2020-08-17,Entre 10 a 15 anos,Alegria,Rio Grande do Sul
28899,2020-05-09,Entre 37 a 49 anos,Campo Grande,Rio Grande do Norte
75286,2020-03-26,Mais de 70 anos,Vila Nova dos Martírios,Maranhão
37898,2018-05-17,Mais de 70 anos,São João de Meriti,Rio de Janeiro
52453,2020-12-11,Entre 62 a 70 anos,Pindoba,Alagoas
84835,2020-08-31,Entre 50 a 61 anos,Canutama,Amazonas
54264,2018-01-10,Entre 16 a 21 anos,Canhoba,Sergipe
82762,2018-02-20,Entre 10 a 15 anos,Sapucaia do Sul,Rio Grande do Sul
98412,2019-04-15,Entre 37 a 49 anos,Monte Azul,Minas Gerais
56582,2019-08-16,Entre 16 a 21 anos,Cachoeira de Minas,Minas Gerais
18130,2019-10-14,Entre 16 a 21 anos,São Pedro da Cipa,Mato Grosso
20394,2020-05-06,Entre 10 a 15 anos,Jardim de Piranhas,Rio Grande do Norte
31175,2020-03-21,Entre 22 a 27 anos,Campo Alegre do Fidalgo,Piauí
48845,2020-11-10,Entre 16 a 21 anos,Alexânia,Goiás
19762,2021-01-14,Entre 28 a 36 anos,Nísia Floresta,Rio Grande do Norte
61729,2021-04-29,Entre 37 a 49 anos,Paraopeba,Minas Gerais
10535,2019-03-15,Entre 16 a 21 anos,Nossa Senhora do Livramento,Mato Grosso
97899,2020-01-09,Entre 37 a 49 anos,Coxilha,Rio Grande do Sul
93418,2019-11-29,Entre 16 a 21 anos,Fartura do Piauí,Piauí
1192,2020-02-13,Entre 10 a 15 anos,Aripuanã,Mato Grosso
3564,2018-07-02,Entre 62 a 70 anos,Betim,Minas Gerais
82675,2019-06-30,Mais de 70 anos,Orobó,Pernambuco
2843,2021-07-18,Entre 37 a 49 anos,Bom Sucesso do Sul,Paraná
81874,2019-11-18,Entre 10 a 15 anos,Paracatu,Minas Gerais
75098,2020-02-29,Entre 50 a 61 anos,Itaoca,São Paulo
98434,2020-05-21,Entre 62 a 70 anos,Alto Feliz,Rio Grande do Sul
